"","Rho","N","P","p.adj","permPValue"
"ENSG00000021300",0.166982215627565,53,0.144007723887236,1,0.763411468718053
"ENSG00000021355",NA,NA,NA,NA,NA
"ENSG00000021461",NA,NA,NA,NA,NA
"ENSG00000021488",0.0804296681961312,39,0.548778011562855,1,0.999998187394416
"ENSG00000021574",0.0843809808864074,58,0.439168260603055,1,0.947735330583006
"ENSG00000021645",-0.0432936944555109,27,0.790626526623826,1,0.858227534314783
"ENSG00000021762",0.0482804549585268,27,0.767170313982703,1,0.999998187394416
"ENSG00000021776",0.0468670612188417,66,0.646012558272615,1,0.999998187394416
"ENSG00000021852",NA,NA,NA,NA,NA
"ENSG00000022267",-0.0444030209468469,52,0.700469680562299,1,0.999998007531531
"ENSG00000022277",0.0196191165488327,69,0.844044338865845,1,0.99993954050786
"ENSG00000022355",-0.0500244319584578,31,0.741181505873604,1,0.520651632638543
"ENSG00000022567",-0.345288264918825,15,0.125506471437469,1,0.680055486424186
"ENSG00000022840",-0.00136014773094758,66,0.989364689931169,1,0.999994931679033
"ENSG00000022976",0,10,1,1,0
"ENSG00000023041",-0.109741064098149,62,0.29770361358262,1,0.81871769030546
"ENSG00000023171",0.0181737324962576,65,0.859735120818812,1,0.999996961483768
"ENSG00000023287",0.0642933687138281,52,0.577522661294956,1,0.999997625656209
"ENSG00000023318",0.0139487246644438,68,0.889593550320985,1,0.935406837905527
"ENSG00000023330",0.0190209881787869,68,0.849859265484803,1,0.999995944455259
"ENSG00000023445",-0.116529608291461,52,0.312707694811561,1,0
"ENSG00000023572",-0.0610039681321649,53,0.593507236738923,1,0.999998187394416
"ENSG00000023608",-0.0441889434349079,66,0.664969427915923,1,0.498080757876079
"ENSG00000023697",-0.105840120947263,56,0.340655682248384,1,0.99993954050786
"ENSG00000023734",0.112857863194136,68,0.261366102567018,1,0.345261492801045
"ENSG00000023839",-0.0940558313584923,54,0.405991138165376,1,0
"ENSG00000023892",-0.112857863194136,68,0.261366102567018,1,0.336241626083179
"ENSG00000023902",0.0798377760959799,63,0.444933459371394,1,0
"ENSG00000023909",-0.055497301877437,57,0.614094652404499,1,0.141903544371134
"ENSG00000024048",-0.0395449226194385,51,0.734489111564269,1,0.141903544371134
"ENSG00000024422",-0.0748081252021169,66,0.463474353236853,1,0.61610246243856
"ENSG00000024526",-0.0997363975318771,43,0.433870511569963,1,0.519753738395686
"ENSG00000024862",0.0507226351434318,68,0.613703068664854,1,0
"ENSG00000025039",0.0562404734626101,66,0.581516907204977,1,0.999998187394416
"ENSG00000025156",0.0708559399845246,64,0.494303915872606,1,0.680055486424186
"ENSG00000025293",-0.136434928401769,62,0.195431418612111,1,0.112462006079027
"ENSG00000025434",-0.128132394216924,67,0.205694931401264,1,0.862028135990621
"ENSG00000025708",NA,NA,NA,NA,NA
"ENSG00000025770",-0.0616177798195549,59,0.568730040928001,1,0.26464077429891
"ENSG00000025772",0.155329738616777,64,0.134050804234856,1,0.0445760304450595
"ENSG00000025796",-0.0824242821080767,68,0.41205005442379,1,0.232823041358792
"ENSG00000025800",-0.0984514413955773,53,0.389011695952801,1,0
"ENSG00000026025",0.127128345232746,11,0.637351888233937,1,0.999990001199856
"ENSG00000026103",NA,NA,NA,NA,NA
"ENSG00000026297",0.196946385566932,11,0.465208818452142,1,0.141903544371134
"ENSG00000026508",-0.21411038566314,47,0.078422977927618,1,0.717928881069852
"ENSG00000026559",-0.0397841596688574,27,0.807250167932007,1,0.99993954050786
"ENSG00000026652",-0.316380387002501,58,0.00372506458594547,1,0.181280497088955
"ENSG00000026751",NA,NA,NA,NA,NA
"ENSG00000026950",NA,NA,NA,NA,NA
"ENSG00000027001",-0.0727455725140104,61,0.493636167014264,1,0.999978746918303
"ENSG00000027075",-0.0657563637305864,54,0.561275836134578,1,0.999993200193115
"ENSG00000027644",-0.0631220065057975,44,0.616173789017204,1,0.786560047737535
"ENSG00000027697",-0.0344350221575091,23,0.846450596876591,1,0.999997625656209
"ENSG00000027847",0.0959461077821376,62,0.362577085082774,1,0
"ENSG00000027869",0.128747879889405,27,0.429795272339556,1,0.742046436530677
"ENSG00000028116",-0.0620322806932314,22,0.733478055862478,1,0.858087875693902
"ENSG00000028137",-0.108850392751952,40,0.410889250978332,1,0.99993954050786
"ENSG00000028203",-0.0603938441678774,48,0.615743868576716,1,0.546830916606522
"ENSG00000028277",0.00746962305348978,48,0.950503208703424,1,0.999995163778637
"ENSG00000028310",0.0619941900389932,58,0.569791848753601,1,0.81871769030546
"ENSG00000028528",-0.109802829141286,66,0.281885003259648,1,0.957334889757328
"ENSG00000028839",-0.0226509862861167,45,0.855577780166946,1,0.99993954050786
"ENSG00000029153",-0.17406010102119,35,0.220329753097684,1,0
"ENSG00000029363",0.0517549169506766,64,0.617617237985539,1,0.999998187394416
"ENSG00000029364",-0.0274938407377025,60,0.797550924140623,1,0.99993954050786
"ENSG00000029534",0.0104764544365437,41,0.936095390960732,1,0
"ENSG00000029559",0.287824837800531,17,0.170586932871441,1,0.0565667651715431
"ENSG00000029639",0.0420924629417559,62,0.689576545071667,1,0.999975048032537
"ENSG00000029725",0.039596806386279,62,0.707104507151753,1,0.774505574302678
"ENSG00000029993",-0.0508842378947424,66,0.61800629447641,1,0.67611604064181
"ENSG00000030066",-0.0533838858669108,58,0.624544763192146,1,0.99993954050786
"ENSG00000030110",0.0183777787722955,55,0.869796821905786,1,0.6880566847498
"ENSG00000030304",NA,NA,NA,NA,NA
"ENSG00000030419",-0.0519674637051936,28,0.745206167262142,1,0.999993200193115
"ENSG00000030582",-0.0137147245924948,63,0.895599167072607,1,0.999993175086335
"ENSG00000031003",-0.0561584803931125,44,0.655611764829049,1,0.637159156218736
"ENSG00000031081",-0.139359613138251,52,0.227299308627244,1,0.141903544371134
"ENSG00000031691",NA,NA,NA,NA,NA
"ENSG00000031698",-0.098909138529692,68,0.324943658692655,1,0
"ENSG00000031823",-0.0467853400385909,42,0.716897493690383,1,0.999997786048118
"ENSG00000032219",0,51,1,1,0
"ENSG00000032389",-0.0409960030845394,56,0.712065204198972,1,0.931538171137952
"ENSG00000032444",-0.0240528359667177,62,0.819455316306268,1,0.999998187394416
"ENSG00000032742",0.0227457426797134,42,0.86006598415731,1,0.999997786048118
"ENSG00000033011",0.0508058575156235,63,0.626888389471917,1,0.80167005997909
"ENSG00000033030",0.100514970057477,62,0.340174274540112,1,0.487075259575135
"ENSG00000033050",0.0340036932736895,66,0.738949744883956,1,0.818509915247463
"ENSG00000033100",0.109260380229206,64,0.291914795966444,1,0.112462006079027
"ENSG00000033122",-0.210147112441954,37,0.127557450992618,1,0.451429420763759
"ENSG00000033170",0.0149616250404234,66,0.88342599022456,1,0.999997625656209
"ENSG00000033178",-0.0431290974588971,64,0.677391601926277,1,0
"ENSG00000033327",0.0680309130337461,40,0.607285765812561,1,0.81871769030546
"ENSG00000033627",-0.0416925845317638,55,0.709991226814646,1,0.99993954050786
"ENSG00000033800",-0.153263414263066,58,0.159989321386913,1,0.858087875693902
"ENSG00000033867",-0.0169581750865221,53,0.882045011829867,1,0.999994652349223
"ENSG00000034152",-0.0266293834503017,68,0.790996215494177,1,0
"ENSG00000034239",-0.345288264918825,15,0.125506471437469,1,0
"ENSG00000034533",-0.0642857142857143,49,0.589197032431396,1,0.999991420065036
"ENSG00000034677",-0.00143763658196324,64,0.988935686565506,1,0.261874297666863
"ENSG00000034693",0.028120236731305,66,0.782866699669326,1,0.999998187394416
"ENSG00000034713",-0.080775771582358,64,0.435881581774995,1,0.999997786048118
"ENSG00000034971",0.0635616045226152,52,0.581861748498873,1,0.999998187394416
"ENSG00000035115",0.068412623347071,52,0.55338580413652,1,0.999998187394416
"ENSG00000035141",-0.025842806888004,66,0.800062818666177,1,0.953101277172289
"ENSG00000035403",-0.104446593573419,66,0.306023267958424,1,0
"ENSG00000035499",-0.0890399819925558,44,0.479500122186953,1,0.406813235069497
"ENSG00000035664",-0.0705730867057268,59,0.513915292328084,1,0.99993954050786
"ENSG00000035681",-0.0441656686616189,62,0.675140747258758,1,0.999993200193115
"ENSG00000035687",-0.14155004054837,58,0.194383518638142,1,0.999998187394416
"ENSG00000035720",-0.0833851690635276,55,0.457036360401456,1,0.99993954050786
"ENSG00000035862",0.0666472388164314,66,0.513653662642859,1,0
"ENSG00000035928",-0.119198192587065,68,0.235516698779818,1,0
"ENSG00000036054",-0.0307983545152388,66,0.762780608741561,1,0.99993954050786
"ENSG00000036257",0.0286360764042275,47,0.813915149680766,1,0.999997625656209
"ENSG00000036473",-0.0602576501385108,66,0.554828908336995,1,0.141903544371134
"ENSG00000036530",-0.0957808204669098,43,0.452322931098153,1,0.558091486219701
"ENSG00000036549",-0.0589185912465439,66,0.563658095925333,1,0.999991420065036
"ENSG00000036565",0.120701137396317,27,0.459181282553577,1,0.81871769030546
"ENSG00000036672",0.35107228351402,48,0.00352828241618985,1,0
"ENSG00000036828",NA,NA,NA,NA,NA
"ENSG00000037042",-0.24871112867964,64,0.0164363974289031,1,0.858087875693902
"ENSG00000037241",NA,NA,NA,NA,NA
"ENSG00000037280",-0.0183273163493669,53,0.872600060989729,1,0.99993954050786
"ENSG00000037474",0.0639640718547584,62,0.543866190118472,1,0.293642484063703
"ENSG00000037637",0.0503465450015999,52,0.662707318513595,1,0.81871769030546
"ENSG00000037749",-0.151155803471375,65,0.141627931083665,1,0.141903544371134
"ENSG00000037757",0.0750674632786019,67,0.458451254105966,1,0.999978746918303
"ENSG00000037897",-0.088829670620315,61,0.403217601262922,1,0.710924029885694
"ENSG00000037965",-0.153117523740932,20,0.425030652784928,1,0.271219441240948
"ENSG00000038002",-0.0297594947935003,64,0.774065323095878,1,0.284867508452514
"ENSG00000038210",0.0496903994999953,10,0.861804433049011,1,0
"ENSG00000038219",0.0746047096952991,22,0.682162362999652,1,0.188759500977595
"ENSG00000038274",-0.0202890540573727,68,0.839980937079117,1,0.999993200193115
"ENSG00000038295",-0.0267261241912424,36,0.848514341089246,1,0.659895831881909
"ENSG00000038358",-0.0380841364665322,66,0.708974428911641,1,0
"ENSG00000038382",-0.0949288905069135,30,0.537948718114214,1,0.999991420065036
"ENSG00000038427",-0.00703608429845893,57,0.949027206587075,1,0.999991420065036
"ENSG00000038532",NA,NA,NA,NA,NA
"ENSG00000038945",-0.110321290605354,63,0.291171315245308,1,0.99993954050786
"ENSG00000039068",-0.0672074915650472,68,0.503589304430051,1,0.858087875693902
"ENSG00000039123",-0.0139487246644438,68,0.889593550320985,1,0.999993200193115
"ENSG00000039139",0.0707106781186548,16,0.744881619545956,1,0.99993954050786
"ENSG00000039319",0.101119370487915,51,0.385800564508283,1,0.81871769030546
"ENSG00000039523",-0.050499957301968,55,0.65240524490346,1,0.940962501039972
"ENSG00000039537",-0.0012680658785858,68,0.98993107067785,1,0.999991420065036
"ENSG00000039560",-0.0898026510133875,31,0.55322996665707,1,0.468470467181401
"ENSG00000039600",-0.0795242772487544,23,0.654720846018577,1,0.99993954050786
"ENSG00000039650",0.025842806888004,66,0.800062818666177,1,0.883248186037017
"ENSG00000039987",-0.149173970796578,30,0.333108819601268,1,0.627590880852426
"ENSG00000040199",-0.00609181636711985,62,0.953902098412548,1,0.999991420065036
"ENSG00000040275",0.060778195687584,61,0.567373634170691,1,0.119218375841731
"ENSG00000040341",0.0232559537048469,62,0.825338718344972,1,0.999998187394416
"ENSG00000040487",-0.124034734589208,13,0.612089880089257,1,0.999997990527346
"ENSG00000040531",0.0563271974516146,27,0.729775155917416,1,0.917195647544748
"ENSG00000040608",-0.0456973770154572,49,0.701083721641374,1,0.999995535235918
"ENSG00000040633",0.0896905341139194,48,0.456056540250256,1,0.944691965807008
"ENSG00000040731",-0.225478016964967,17,0.283051287051885,1,0.459799549446002
"ENSG00000040933",0.0229799051988946,39,0.863978388529295,1,0.700281420379771
"ENSG00000041353",NA,NA,NA,NA,NA
"ENSG00000041357",0.0214249422714705,66,0.833691356877605,1,0.787428881062043
"ENSG00000041515",0.114127063877054,19,0.563260084128636,1,0.383705954788346
"ENSG00000041802",0.122619478430204,69,0.218877457485698,1,0.944691965807008
"ENSG00000041880",-0.0731547286916061,36,0.601082553033064,1,0.141903544371134
"ENSG00000041982",0.00316573812037497,43,0.980182514399463,1,0.999997786048118
"ENSG00000041988",-0.102037924149257,62,0.332908145648518,1,0.999991420065036
"ENSG00000042062",NA,NA,NA,NA,NA
"ENSG00000042088",NA,NA,NA,NA,NA
"ENSG00000042286",-0.0481865033862602,68,0.631543904456166,1,0.999998187394416
"ENSG00000042317",0.0719722528479218,40,0.586629179130599,1,0.999998187394416
"ENSG00000042429",0.0642748268144115,66,0.528754147008923,1,0.999998187394416
"ENSG00000042445",0.0139487246644438,68,0.889593550320985,1,0.832266895346153
"ENSG00000042493",-0.0485573134583608,51,0.677076656121893,1,0.869411424285908
"ENSG00000042753",-0.0602576501385108,66,0.554828908336995,1,0.999998187394416
"ENSG00000042781",0.0221338631358221,36,0.874304720051196,1,0.999997376939098
"ENSG00000042813",-0.0477409916026289,27,0.76969794378129,1,0.999997789625386
"ENSG00000042832",-0.0754248373906776,42,0.558831602929163,1,0
"ENSG00000042980",-0.142653497503638,27,0.381673069343418,1,0.80167005997909
"ENSG00000043039",-0.0260986764228757,30,0.86553432515616,1,0.99993954050786
"ENSG00000043093",0.0177529223002011,68,0.859761220277581,1,0.999998187394416
"ENSG00000043143",-0.0708559399845246,64,0.494303915872606,1,0.669083666375932
"ENSG00000043355",-0.165822779387697,12,0.517534719643235,1,0.858087875693902
"ENSG00000043462",-0.0583310304149466,68,0.561568145577964,1,0.792517492503213
"ENSG00000043514",-0.0420077897057898,59,0.697613743387638,1,0.999993200193115
"ENSG00000043591",-0.0168995395809566,52,0.88359810964461,1,0.99993954050786
"ENSG00000044012",NA,NA,NA,NA,NA
"ENSG00000044090",-0.0779075396624191,45,0.531310719859205,1,0.141903544371134
"ENSG00000044115",-0.0697436233222188,68,0.487624105208432,1,0
"ENSG00000044446",-0.1176979772673,56,0.289314832381988,1,0.999998081277102
"ENSG00000044459",0.198957905798941,55,0.0759703280115773,1,0.81871769030546
"ENSG00000044524",0.0866955102605666,54,0.443711000518754,1,0.81871769030546
"ENSG00000044574",-0.123002390222822,68,0.220904305392507,1,0.208634429238985
"ENSG00000046604",0.0976829143654759,53,0.39272459506889,1,0.944691965807008
"ENSG00000046647",NA,NA,NA,NA,NA
"ENSG00000046651",-0.0378853383571625,58,0.728343461947007,1,0.792517492503213
"ENSG00000046653",-0.104604656482801,53,0.360060803587638,1,0.792517492503213
"ENSG00000046889",0.0598465001616935,66,0.557532652154194,1,0.64834988863386
"ENSG00000047056",0.108502822793292,56,0.328647075793979,1,0.999998187394416
"ENSG00000047188",-0.121084974444991,58,0.266956818183579,1,0.141903544371134
"ENSG00000047230",-0.0583636027107104,38,0.667786049712302,1,0.336346146319139
"ENSG00000047249",-0.0929912850584897,58,0.393916045480558,1,0.808104685521317
"ENSG00000047315",0.0541188809251147,62,0.607564832812377,1,0.762615734866556
"ENSG00000047346",-0.00535623556786763,66,0.958136339950128,1,0.99993954050786
"ENSG00000047365",NA,NA,NA,NA,NA
"ENSG00000047410",-0.115393994951307,68,0.250800236403907,1,0.858087875693902
"ENSG00000047457",-0.0476731294622796,33,0.744881619545956,1,0.99993954050786
"ENSG00000047578",NA,NA,NA,NA,NA
"ENSG00000047579",-0.0188949173292066,39,0.887981298849819,1,0.963700447489647
"ENSG00000047597",-0.0217055567911905,62,0.836813204747523,1,0.999998140292606
"ENSG00000047617",NA,NA,NA,NA,NA
"ENSG00000047621",-0.0510162767888577,64,0.622644961195182,1,0.491105224739817
"ENSG00000047644",0.0240932516931301,68,0.810502779863668,1,0.962212251089768
"ENSG00000047648",-0.00718818290981619,64,0.944720957344127,1,0.999991420065036
"ENSG00000047662",-0.080239174835489,61,0.450217866607797,1,0.141903544371134
"ENSG00000047849",0.104210021143781,52,0.366618381070825,1,0.944691965807008
"ENSG00000047932",-0.0897169457617827,66,0.379266861492272,1,0
"ENSG00000047936",0.00387230575198513,39,0.976970255321976,1,0.999997148738887
"ENSG00000048028",-0.077528420664012,66,0.447375688709834,1,0.372617895101963
"ENSG00000048052",-0.195949648663526,54,0.0834186969548476,1,0.219018336388303
"ENSG00000048140",0.062135228050704,68,0.53632919146555,1,0.63739097390612
"ENSG00000048162",-0.0192275373316437,58,0.860076629906094,1,0.999997625656209
"ENSG00000048342",-0.0225495337187978,62,0.830562461620898,1,0.999993200193115
"ENSG00000048392",0.126512019212765,64,0.222335848696666,1,0.81871769030546
"ENSG00000048405",-0.0642379029427657,30,0.676833089216477,1,0.999993200193115
"ENSG00000048462",NA,NA,NA,NA,NA
"ENSG00000048471",0.0820428678296477,53,0.472854382753938,1,0.999997625656209
"ENSG00000048540",-0.235546567610622,39,0.0790939289527666,1,0.229700597116314
"ENSG00000048544",-0.100292869868394,60,0.349410169365343,1,0.99993954050786
"ENSG00000048545",0.202698266979106,31,0.180789953843195,1,0.944691965807008
"ENSG00000048649",NA,NA,NA,NA,NA
"ENSG00000048707",-0.121767482081508,62,0.24788846254103,1,0
"ENSG00000048740",-0.0984514413955773,53,0.389011695952801,1,0.0884447962010289
"ENSG00000048828",-0.195429292229581,62,0.0636683079933208,1,0
"ENSG00000048991",0.106091523013911,66,0.298468715117987,1,0.443203119806785
"ENSG00000049130",-0.133212566019831,56,0.230410327293378,1,0.623268698060942
"ENSG00000049167",0.0637703459860721,64,0.538467863075378,1,0.999998187394416
"ENSG00000049192",-0.0538815906080325,31,0.722023125642981,1,0.99993954050786
"ENSG00000049239",0.029738085706659,50,0.800701694868253,1,0.999998187394416
"ENSG00000049245",-0.0666472388164314,66,0.513653662642859,1,0.879748120328009
"ENSG00000049246",NA,NA,NA,NA,NA
"ENSG00000049249",-0.156434033459948,34,0.278021750858719,1,0.376561617530781
"ENSG00000049283",-0.116881145553046,61,0.27139601757306,1,0.792517492503213
"ENSG00000049323",-0.00367806178960312,56,0.973584229581969,1,0.99993954050786
"ENSG00000049449",0.130418365442388,64,0.208384083156046,1,0.726892904011659
"ENSG00000049540",NA,NA,NA,NA,NA
"ENSG00000049541",0.0176819205023185,66,0.86242573974994,1,0.99993954050786
"ENSG00000049618",-0.0729891360714847,54,0.519025725735893,1,0.321569178159815
"ENSG00000049759",0.0334959926006735,54,0.767282000975364,1,0.99993954050786
"ENSG00000049768",0.235168392755557,52,0.0416113343444066,1,0.999998187394416
"ENSG00000049769",-0.0573824508861067,35,0.686167849855239,1,0.766226900799853
